이름,본인과의관계,재산구분,재산의 종류,소재지 면적 등 권리의 명세,현재가액,토지주소,토지면적,Latitude,Longitude
김선교,모,토지,답,"경기도 양평군 옥천면 신복리 1059-2번지 3,554.00㎡ 중136.00㎡",8364.0,경기도 양평군 옥천면 신복리 1059-2번지,"3,554.00㎡ 중136.00㎡",37.5285321706653,127.460322358132
김선교,본인,토지,답,"경기도 양평군 옥천면 신복리 1059-2번지 3,554.00㎡ 중91.00㎡",5596.0,경기도 양평군 옥천면 신복리 1059-2번지,"3,554.00㎡ 중91.00㎡",37.5285321706653,127.460322358132
김선교,본인,토지,답,"경기도 양평군 옥천면 신복리 1060-2번지 1,722.00㎡ 중44.00㎡",2706.0,경기도 양평군 옥천면 신복리 1060-2번지,"1,722.00㎡ 중44.00㎡",37.5282554826779,127.459742217413
김선교,모,토지,답,"경기도 양평군 옥천면 신복리 1060-2번지 1,822.00㎡ 중66.00㎡",4059.0,경기도 양평군 옥천면 신복리 1060-2번지,"1,822.00㎡ 중66.00㎡",37.5282554826779,127.459742217413
김선교,본인,토지,답,"경기도 양평군 옥천면 신복리 1069번지 1,921.00㎡ 중49.00㎡",3013.0,경기도 양평군 옥천면 신복리 1069번지,"1,921.00㎡ 중49.00㎡",37.5277654492666,127.459946012585
김선교,모,토지,답,"경기도 양평군 옥천면 신복리 1069번지 1,921.00㎡ 중74.00㎡",4551.0,경기도 양평군 옥천면 신복리 1069번지,"1,921.00㎡ 중74.00㎡",37.5277654492666,127.459946012585
양이원영,모,토지,답,"경기도 이천시 대월면 대흥리 12번지 0.00㎡ 중 0.00㎡ (총면적 5,491.00㎡ 감소, 지분면적 264.00㎡ 감소)",0.0,경기도 이천시 대월면 대흥리 12번지,"0.00㎡ 중 0.00㎡ (총면적 5,491.00㎡ 감소, 지분면적 264.00㎡ 감소)",37.2449939516396,127.480001846759
최종윤,본인,토지,답,"경기도 이천시 부발읍 대관리 622-24번지 2,661.00㎡",109101.0,경기도 이천시 부발읍 대관리 622-24번지,"2,661.00㎡",37.3076512306442,127.539596473504
송석준,모,토지,답,"경기도 이천시 설성면 수산리 204번지 1,759.00㎡",76692.0,경기도 이천시 설성면 수산리 204번지,"1,759.00㎡",37.1436451474538,127.504048422183
송석준,본인,토지,답,경기도 이천시 설성면 수산리 393번지 572.00㎡,24024.0,경기도 이천시 설성면 수산리 393번지,572.00㎡,37.140254260275,127.497727585847
양이원영,모,토지,답,"경기도 평택시 팽성읍 도두리 142-21번지 3,271.00㎡ 중33.00㎡",22800.0,경기도 평택시 팽성읍 도두리 142-21번지,"3,271.00㎡ 중33.00㎡",36.9514174409297,126.99965958697
양이원영,모,토지,답,"경기도 평택시 포승읍 신영리 571-2번지 1,560.00㎡ 중49.50㎡",38250.0,경기도 평택시 포승읍 신영리 571-2번지,"1,560.00㎡ 중49.50㎡",36.9453669670186,126.888952194715
양이원영,모,토지,답,"경기도 평택시 포승읍 신영리 648번지 1,323.00㎡ 중82.00㎡",49200.0,경기도 평택시 포승읍 신영리 648번지,"1,323.00㎡ 중82.00㎡",36.9422752670638,126.883804735651
박장호,배우자,토지,답,"경기도 평택시 현덕면 덕목리 1140-1번지 2,907.00㎡ 중109.00㎡",49170.0,경기도 평택시 현덕면 덕목리 1140-1번지,"2,907.00㎡ 중109.00㎡",36.9538127811706,126.941246264689
양이원영,모,토지,답,경기도 평택시 현덕면 장수리 192-1번지 968.00㎡ 중79.50㎡,42000.0,경기도 평택시 현덕면 장수리 192-1번지,968.00㎡ 중79.50㎡,36.9451826437483,126.903430393581
양이원영,모,토지,답,"경기도 평택시 현덕면 장수리 238-3번지 1,506.00㎡ 중67.00㎡",39600.0,경기도 평택시 현덕면 장수리 238-3번지,"1,506.00㎡ 중67.00㎡",36.9414165569725,126.905134406478
정경희,배우자,토지,답,경기도 화성시 우정읍 원안리 6번지 390.00㎡,24609.0,경기도 화성시 우정읍 원안리 6번지,390.00㎡,37.0986282319896,126.795107178815
정경희,배우자,토지,답,경기도 화성시 우정읍 원안리 8-4번지 724.00㎡,47928.0,경기도 화성시 우정읍 원안리 8-4번지,724.00㎡,37.0989204565225,126.794487469091
양이원영,모,토지,답,"경기도 화성시 향남읍 방축리 158번지 0.00㎡ 중 0.00㎡ (총면적 8,240.00㎡ 감소, 지분면적 66.00㎡ 감소)",0.0,경기도 화성시 향남읍 방축리 158번지,"0.00㎡ 중 0.00㎡ (총면적 8,240.00㎡ 감소, 지분면적 66.00㎡ 감소)",37.123417801543,126.927137004861
서일준,본인,토지,답,경상남도 거제시 연초면 한내리 390번지 115.00㎡,16767.0,경상남도 거제시 연초면 한내리 390번지,115.00㎡,34.9310943432371,128.60717273805
서일준,모,토지,답,"경상남도 거제시 하청면 석포리 425번지 1,098.00㎡",126599.0,경상남도 거제시 하청면 석포리 425번지,"1,098.00㎡",34.9477027766197,128.594117167148
김태호,장남,토지,답,"경상남도 거창군 가조면 마상리 647-2번지 4,430.00㎡(4,430.00㎡ 증가)",101447.0,경상남도 거창군 가조면 마상리 647-2번지,"4,430.00㎡(4,430.00㎡ 증가)",35.7105116420904,128.006498638701
최형두,본인,토지,답,경상남도 고성군 구만면 화림리 325-2번지 550.00㎡ 중91.66㎡,1787.0,경상남도 고성군 구만면 화림리 325-2번지,550.00㎡ 중91.66㎡,35.0972748398234,128.334432822324
정동만,배우자,토지,답,"경상남도 김해시 진영읍 사산리 497-1번지 1,821.00㎡ 중455.25㎡",26587.0,경상남도 김해시 진영읍 사산리 497-1번지,"1,821.00㎡ 중455.25㎡",35.2705951926993,128.711583585588
정동만,배우자,토지,답,"경상남도 김해시 진영읍 사산리 497-2번지 1,345.00㎡ 중336.25㎡",23201.0,경상남도 김해시 진영읍 사산리 497-2번지,"1,345.00㎡ 중336.25㎡",35.2707853999286,128.711248686645
정동만,배우자,토지,답,"경상남도 김해시 진영읍 우동리 727-3번지 1,302.00㎡ 중325.50㎡",23013.0,경상남도 김해시 진영읍 우동리 727-3번지,"1,302.00㎡ 중325.50㎡",35.2750616566451,128.713760974665
정동만,배우자,토지,답,"경상남도 김해시 진영읍 우동리 727-4번지 2,090.00㎡ 중522.50㎡",36941.0,경상남도 김해시 진영읍 우동리 727-4번지,"2,090.00㎡ 중522.50㎡",35.2747999352796,128.71371721657
박성중,모,토지,답,경상남도 남해군 서면 중현리 1273-1번지 108.00㎡,3586.0,경상남도 남해군 서면 중현리 1273-1번지,108.00㎡,34.8722942623581,127.833417707002
박성중,본인,토지,답,경상남도 남해군 서면 중현리 1507번지 549.00㎡,10706.0,경상남도 남해군 서면 중현리 1507번지,549.00㎡,34.8707449778635,127.829755541696
박성중,본인,토지,답,"경상남도 남해군 서면 중현리 1509번지 2,284.00㎡",44538.0,경상남도 남해군 서면 중현리 1509번지,"2,284.00㎡",34.8706645027074,127.82988509911
김희곤,배우자,토지,답,"경상남도 남해군 창선면 지족리 21-1번지 1,851.00㎡ 중925.50㎡",37112.0,경상남도 남해군 창선면 지족리 21-1번지,"1,851.00㎡ 중925.50㎡",34.8407353498653,128.007801252597
이헌승,본인,토지,답,"경상남도 밀양시 무안면 내진리 461번지 2,806.00㎡",102419.0,경상남도 밀양시 무안면 내진리 461번지,"2,806.00㎡",35.5243133811835,128.653750688774
이헌승,본인,토지,답,"경상남도 밀양시 무안면 동산리 178번지 1,931.00㎡ 중1,287.00㎡",30244.0,경상남도 밀양시 무안면 동산리 178번지,"1,931.00㎡ 중1,287.00㎡",35.526032430321,128.662261309876
백종헌,장남,토지,답,"경상남도 양산시 어곡동 656번지 0.00㎡ 중 0.00㎡ (총면적 3,253.00㎡ 감소, 지분면적 2,277.10㎡ 감소)",0.0,경상남도 양산시 어곡동 656번지,"0.00㎡ 중 0.00㎡ (총면적 3,253.00㎡ 감소, 지분면적 2,277.10㎡ 감소)",35.3834108893021,129.026376116039
백종헌,본인,토지,답,"경상남도 양산시 어곡동 656번지 0.00㎡ 중 0.00㎡ (총면적 3,253.00㎡ 감소, 지분면적 975.90㎡ 감소)",0.0,경상남도 양산시 어곡동 656번지,"0.00㎡ 중 0.00㎡ (총면적 3,253.00㎡ 감소, 지분면적 975.90㎡ 감소)",35.3834108893021,129.026376116039
백종헌,장남,토지,답,경상남도 양산시 어곡동 678-3번지 0.00㎡ (575.00㎡ 감소),0.0,경상남도 양산시 어곡동 678-3번지,0.00㎡ (575.00㎡ 감소),35.3824110128353,129.024590544945
강기윤,장남,토지,답,경상남도 창원시 성산구 삼정자동 522-1번지 440.00㎡,140700.0,경상남도 창원시 성산구 삼정자동 522-1번지,440.00㎡,35.2027892921936,128.715054807751
강기윤,장남,토지,답,경상남도 창원시 성산구 삼정자동 522-8번지 701.00㎡,224730.0,경상남도 창원시 성산구 삼정자동 522-8번지,701.00㎡,35.2028871492134,128.714954094411
이채익,본인,토지,답,"경상북도 경주시 외동읍 괘릉리 723-1번지 4,355.00㎡",241702.0,경상북도 경주시 외동읍 괘릉리 723-1번지,"4,355.00㎡",35.7610808071562,129.313884879102
송언석,본인,토지,답,경상북도 김천시 구성면 구미리 95-23번지 713.00㎡,18182.0,경상북도 김천시 구성면 구미리 95-23번지,713.00㎡,36.0139544812539,128.031199945397
송언석,본인,토지,답,경상북도 김천시 구성면 미평리 610-1번지 582.00㎡,12455.0,경상북도 김천시 구성면 미평리 610-1번지,582.00㎡,36.016253815304,128.036442227453
송언석,본인,토지,답,"경상북도 김천시 구성면 미평리 613번지 1,753.00㎡",37514.0,경상북도 김천시 구성면 미평리 613번지,"1,753.00㎡",36.0157271453899,128.036392070158
송언석,본인,토지,답,경상북도 김천시 구성면 미평리 665-1번지 231.00㎡,5151.0,경상북도 김천시 구성면 미평리 665-1번지,231.00㎡,36.0143200611713,128.035846537455
송언석,본인,토지,답,경상북도 김천시 구성면 미평리 688번지 201.00㎡,1262.0,경상북도 김천시 구성면 미평리 688번지,201.00㎡,36.0123560967298,128.036869708179
송언석,본인,토지,답,경상북도 김천시 구성면 미평리 689번지 198.00㎡,1243.0,경상북도 김천시 구성면 미평리 689번지,198.00㎡,36.0125850551963,128.03695689635
전해철,배우자,토지,답,"경상북도 김천시 응명동 235-5번지 1,260.00㎡",134316.0,경상북도 김천시 응명동 235-5번지,"1,260.00㎡",36.1414527339914,128.131041212864
김승수,부,토지,답,"경상북도 상주시 모서면 삼포리 340번지 2,320.00㎡",48720.0,경상북도 상주시 모서면 삼포리 340번지,"2,320.00㎡",36.3370312866501,127.963657349811
김주영,본인,토지,답,경상북도 상주시 이안면 466-1번지 791.00㎡ (791.00㎡증가),12418.0,경상북도 상주시 이안면 466-1번지,791.00㎡ (791.00㎡증가),36.5346694169145,128.155985404961
이만희,본인,토지,답,"경상북도 영천시 고경면 대성리 154번지 2,222.00㎡ 중2,163.00㎡",59483.0,경상북도 영천시 고경면 대성리 154번지,"2,222.00㎡ 중2,163.00㎡",35.9597342890015,128.998973881307
이만희,본인,토지,답,경상북도 영천시 고경면 대성리 155번지 887.00㎡ 중887.00㎡,24393.0,경상북도 영천시 고경면 대성리 155번지,887.00㎡ 중887.00㎡,35.9599455998342,128.998929998902
이만희,본인,토지,답,"경상북도 영천시 고경면 대성리 156번지 1,181.00㎡",33422.0,경상북도 영천시 고경면 대성리 156번지,"1,181.00㎡",35.9601002760361,128.998905192595
이만희,본인,토지,답,경상북도 영천시 고경면 대성리 227번지 817.00㎡ 중457.00㎡,12384.0,경상북도 영천시 고경면 대성리 227번지,817.00㎡ 중457.00㎡,35.9610487514857,129.002016932018
박형수,모,토지,답,"경상북도 울진군 평해읍 월송리 1388-7번지 1,042.00㎡",19277.0,경상북도 울진군 평해읍 월송리 1388-7번지,"1,042.00㎡",36.7328753261102,129.461941512075
박형수,모,토지,답,"경상북도 울진군 평해읍 월송리 1388-8번지 1,008.00㎡",18648.0,경상북도 울진군 평해읍 월송리 1388-8번지,"1,008.00㎡",36.7327981657093,129.461878383804
임병헌,본인,토지,답,"경상북도 청도군 풍각면 화산리 258-2번지 3,770.00㎡",84825.0,경상북도 청도군 풍각면 화산리 258-2번지,"3,770.00㎡",35.6375405862652,128.557964338492
이개호,배우자,토지,답,광주광역시 광산구 남산동 770-5번지 375.00㎡,13125.0,광주광역시 광산구 남산동 770-5번지,375.00㎡,35.1742161719333,126.723001579784
류성걸,배우자,토지,답,"대구광역시 달성군 논공읍 위천리 768번지 4,004.10㎡ 중 1,001.02㎡ (총면적 4,004.10㎡ 증가, 지분면적1,001.02㎡ 증가)",165669.0,대구광역시 달성군 논공읍 위천리 768번지,"4,004.10㎡ 중 1,001.02㎡ (총면적 4,004.10㎡ 증가, 지분면적1,001.02㎡ 증가)",35.7523462224072,128.397089212596
유경준,본인,토지,답,"부산광역시 강서구 녹산동 1238번지 1,283.00㎡ 중449.00㎡",39826.0,부산광역시 강서구 녹산동 1238번지,"1,283.00㎡ 중449.00㎡",35.110565995195,128.865359677181
유경준,본인,토지,답,부산광역시 강서구 녹산동 1241-10번지 152.00㎡ 중53.00㎡,4558.0,부산광역시 강서구 녹산동 1241-10번지,152.00㎡ 중53.00㎡,35.1091909669336,128.864426632724
유경준,본인,토지,답,"부산광역시 강서구 녹산동 1241-13번지 2,208.00㎡ 중773.00㎡",56816.0,부산광역시 강서구 녹산동 1241-13번지,"2,208.00㎡ 중773.00㎡",35.1089509349738,128.864739752528
유경준,본인,토지,답,부산광역시 강서구 녹산동 1241-14번지 770.00㎡ 중270.00㎡,23220.0,부산광역시 강서구 녹산동 1241-14번지,770.00㎡ 중270.00㎡,35.109074451173,128.864578282659
유경준,본인,토지,답,부산광역시 강서구 녹산동 1241-15번지 737.00㎡ 중258.00㎡,22188.0,부산광역시 강서구 녹산동 1241-15번지,737.00㎡ 중258.00㎡,35.1095904739619,128.864227252379
유경준,본인,토지,답,"부산광역시 강서구 녹산동 1241-17번지 1,362.00㎡ 중477.00㎡",41022.0,부산광역시 강서구 녹산동 1241-17번지,"1,362.00㎡ 중477.00㎡",35.1093578068425,128.864448309981
유경준,본인,토지,답,부산광역시 강서구 녹산동 1241-1번지 165.00㎡ 중58.00㎡,5145.0,부산광역시 강서구 녹산동 1241-1번지,165.00㎡ 중58.00㎡,35.1105216651565,128.864943342262
유경준,본인,토지,답,부산광역시 강서구 녹산동 1241-2번지 360.00㎡ 중126.00㎡,11176.0,부산광역시 강서구 녹산동 1241-2번지,360.00㎡ 중126.00㎡,35.1104085085349,128.864736117413
유경준,본인,토지,답,부산광역시 강서구 녹산동 1241-6번지 922.00㎡ 중323.00㎡,27778.0,부산광역시 강서구 녹산동 1241-6번지,922.00㎡ 중323.00㎡,35.1098143923023,128.864287846557
유경준,본인,토지,답,부산광역시 강서구 녹산동 1241-9번지 83.00㎡ 중 29.00㎡,2494.0,부산광역시 강서구 녹산동 1241-9번지,83.00㎡ 중 29.00㎡,35.1094323862178,128.864163881063
유경준,본인,토지,답,"부산광역시 강서구 녹산동 1243번지 1,630.00㎡ 중571.00㎡",49106.0,부산광역시 강서구 녹산동 1243번지,"1,630.00㎡ 중571.00㎡",35.1087440189067,128.864962271198
유경준,본인,토지,답,부산광역시 강서구 녹산동 1246번지 562.00㎡ 중 197.00㎡,16942.0,부산광역시 강서구 녹산동 1246번지,562.00㎡ 중 197.00㎡,35.1100167215804,128.863537265407
유경준,본인,토지,답,부산광역시 강서구 녹산동 1248-1번지 671.00㎡ 중235.00㎡,20210.0,부산광역시 강서구 녹산동 1248-1번지,671.00㎡ 중235.00㎡,35.1096894200974,128.862709699568
백종헌,장남,토지,답,"부산광역시 금정구 두구동 1096-2번지 1,306.00㎡",559359.0,부산광역시 금정구 두구동 1096-2번지,"1,306.00㎡",35.2994022253473,129.113434581379
김정호,배우자,토지,답,"부산광역시 기장군 기장읍 청강리 650번지 4,261.00㎡ 중710.00㎡",179630.0,부산광역시 기장군 기장읍 청강리 650번지,"4,261.00㎡ 중710.00㎡",35.2311416599582,129.211966912481
정동만,본인,토지,답,부산광역시 기장군 일광면 문중리 196번지 0.00㎡ (0.00㎡감소),0.0,부산광역시 기장군 일광면 문중리 196번지,0.00㎡ (0.00㎡감소),35.3007144609469,129.25146425339
정동만,본인,토지,답,부산광역시 기장군 일광면 신평리 293번지 0.00㎡ (0.00㎡감소),0.0,부산광역시 기장군 일광면 신평리 293번지,0.00㎡ (0.00㎡감소),35.3007462343148,129.247190067989
정동만,본인,토지,답,"부산광역시 기장군 일광읍 문중리 196번지 3,421.00㎡",927091.0,부산광역시 기장군 일광읍 문중리 196번지,"3,421.00㎡",35.3007144609469,129.25146425339
